STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withCtx.Des1WithCtx dummyMainMethod_com_iccbot_withCtx_Des1WithCtx(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withCtx.Des1WithCtx dummyMainMethod_com_iccbot_withCtx_Des1WithCtx(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withFrag.Des2WithFrag dummyMainMethod_com_iccbot_withFrag_Des2WithFrag(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withFrag.Des2WithFrag dummyMainMethod_com_iccbot_withFrag_Des2WithFrag(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withFrag.Frag1WithFrag dummyMainMethod_com_iccbot_withFrag_Frag1WithFrag(android.content.Intent,android.app.Activity)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withFrag.Frag1WithFrag dummyMainMethod_com_iccbot_withFrag_Frag1WithFrag(android.content.Intent,android.app.Activity)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withFragCtx.SourceWithFragCtx dummyMainMethod_com_iccbot_withFragCtx_SourceWithFragCtx(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withFragCtx.SourceWithFragCtx dummyMainMethod_com_iccbot_withFragCtx_SourceWithFragCtx(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withFragCtx.Des1WithFragCtx dummyMainMethod_com_iccbot_withFragCtx_Des1WithFragCtx(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withFragCtx.Des1WithFragCtx dummyMainMethod_com_iccbot_withFragCtx_Des1WithFragCtx(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withFrag.Des1WithFrag dummyMainMethod_com_iccbot_withFrag_Des1WithFrag(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withFrag.Des1WithFrag dummyMainMethod_com_iccbot_withFrag_Des1WithFrag(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withCtx.Source1WithCtx dummyMainMethod_com_iccbot_withCtx_Source1WithCtx(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withCtx.Source1WithCtx dummyMainMethod_com_iccbot_withCtx_Source1WithCtx(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withFragCtx.FragWithFragCtx dummyMainMethod_com_iccbot_withFragCtx_FragWithFragCtx(android.content.Intent,android.app.Activity)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withFragCtx.FragWithFragCtx dummyMainMethod_com_iccbot_withFragCtx_FragWithFragCtx(android.content.Intent,android.app.Activity)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withCtx.Source3WithCtx dummyMainMethod_com_iccbot_withCtx_Source3WithCtx(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withCtx.Source3WithCtx dummyMainMethod_com_iccbot_withCtx_Source3WithCtx(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withFragCtx.Des2WithFragCtx dummyMainMethod_com_iccbot_withFragCtx_Des2WithFragCtx(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withFragCtx.Des2WithFragCtx dummyMainMethod_com_iccbot_withFragCtx_Des2WithFragCtx(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withFrag.Source1WithFrag dummyMainMethod_com_iccbot_withFrag_Source1WithFrag(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withFrag.Source1WithFrag dummyMainMethod_com_iccbot_withFrag_Source1WithFrag(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withCtx.Source5WithCtx dummyMainMethod_com_iccbot_withCtx_Source5WithCtx(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withCtx.Source5WithCtx dummyMainMethod_com_iccbot_withCtx_Source5WithCtx(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withCtx.Source2WithCtx dummyMainMethod_com_iccbot_withCtx_Source2WithCtx(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withCtx.Source2WithCtx dummyMainMethod_com_iccbot_withCtx_Source2WithCtx(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withCtx.Source4WithCtx dummyMainMethod_com_iccbot_withCtx_Source4WithCtx(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withCtx.Source4WithCtx dummyMainMethod_com_iccbot_withCtx_Source4WithCtx(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withCtx.Des2WithCtx dummyMainMethod_com_iccbot_withCtx_Des2WithCtx(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withCtx.Des2WithCtx dummyMainMethod_com_iccbot_withCtx_Des2WithCtx(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withFrag.Source2WithFrag dummyMainMethod_com_iccbot_withFrag_Source2WithFrag(android.content.Intent)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withFrag.Source2WithFrag dummyMainMethod_com_iccbot_withFrag_Source2WithFrag(android.content.Intent)>
STATIC edge: staticinvoke <dummyMainClass: com.iccbot.withFrag.Frag2WithFrag dummyMainMethod_com_iccbot_withFrag_Frag2WithFrag(android.content.Intent,android.app.Activity)>(null) in <dummyMainClass: void dummyMainMethod(java.lang.String[])> ==> <dummyMainClass: com.iccbot.withFrag.Frag2WithFrag dummyMainMethod_com_iccbot_withFrag_Frag2WithFrag(android.content.Intent,android.app.Activity)>
SPECIAL edge: specialinvoke $r0.<com.iccbot.withFrag.Frag2WithFrag: void <init>()>() in <dummyMainClass: com.iccbot.withFrag.Frag2WithFrag dummyMainMethod_com_iccbot_withFrag_Frag2WithFrag(android.content.Intent,android.app.Activity)> ==> <com.iccbot.withFrag.Frag2WithFrag: void <init>()>
VIRTUAL edge: virtualinvoke $r0.<com.iccbot.withFrag.Frag2WithFrag: void onAttach(android.app.Activity)>(parameter1) in <dummyMainClass: com.iccbot.withFrag.Frag2WithFrag dummyMainMethod_com_iccbot_withFrag_Frag2WithFrag(android.content.Intent,android.app.Activity)> ==> <com.iccbot.withFrag.Frag2WithFrag: void onAttach(android.app.Activity)>
VIRTUAL edge: $r1 = virtualinvoke $r0.<com.iccbot.withFrag.Frag2WithFrag: android.view.View onCreateView(android.view.LayoutInflater,android.view.ViewGroup,android.os.Bundle)>(null, null, null) in <dummyMainClass: com.iccbot.withFrag.Frag2WithFrag dummyMainMethod_com_iccbot_withFrag_Frag2WithFrag(android.content.Intent,android.app.Activity)> ==> <com.iccbot.withFrag.Frag2WithFrag: android.view.View onCreateView(android.view.LayoutInflater,android.view.ViewGroup,android.os.Bundle)>
SPECIAL edge: specialinvoke $r0.<com.iccbot.withFrag.Source2WithFrag: void <init>()>() in <dummyMainClass: com.iccbot.withFrag.Source2WithFrag dummyMainMethod_com_iccbot_withFrag_Source2WithFrag(android.content.Intent)> ==> <com.iccbot.withFrag.Source2WithFrag: void <init>()>
VIRTUAL edge: virtualinvoke $r0.<com.iccbot.withFrag.Source2WithFrag: void onCreate(android.os.Bundle)>(null) in <dummyMainClass: com.iccbot.withFrag.Source2WithFrag dummyMainMethod_com_iccbot_withFrag_Source2WithFrag(android.content.Intent)> ==> <com.iccbot.withFrag.Source2WithFrag: void onCreate(android.os.Bundle)>
SPECIAL edge: specialinvoke $r0.<com.iccbot.withCtx.Des2WithCtx: void <init>()>() in <dummyMainClass: com.iccbot.withCtx.Des2WithCtx dummyMainMethod_com_iccbot_withCtx_Des2WithCtx(android.content.Intent)> ==> <com.iccbot.withCtx.Des2WithCtx: void <init>()>
VIRTUAL edge: $r1 = virtualinvoke $r0.<com.iccbot.withCtx.Des2WithCtx: android.os.IBinder onBind(android.content.Intent)>(null) in <dummyMainClass: com.iccbot.withCtx.Des2WithCtx dummyMainMethod_com_iccbot_withCtx_Des2WithCtx(android.content.Intent)> ==> <com.iccbot.withCtx.Des2WithCtx: android.os.IBinder onBind(android.content.Intent)>
VIRTUAL edge: parameter0 = virtualinvoke this.<com.iccbot.withCtx.Des2WithCtx: android.content.Intent getIntent()>() in <com.iccbot.withCtx.Des2WithCtx: android.os.IBinder onBind(android.content.Intent)> ==> <com.iccbot.withCtx.Des2WithCtx: android.content.Intent getIntent()>
