<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.SubActivity9_2 dummyMainMethod_com_example_intentFlowBench_SubActivity9__2(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.AbstractActivity dummyMainMethod_com_example_intentFlowBench_AbstractActivity(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.SubActivity4 dummyMainMethod_com_example_intentFlowBench_SubActivity4(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.SubActivity7 dummyMainMethod_com_example_intentFlowBench_SubActivity7(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.SubActivity6 dummyMainMethod_com_example_intentFlowBench_SubActivity6(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.SubActivity2 dummyMainMethod_com_example_intentFlowBench_SubActivity2(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.SubActivity12 dummyMainMethod_com_example_intentFlowBench_SubActivity12(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.MainActivity dummyMainMethod_com_example_intentFlowBench_MainActivity(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.SubActivity9_1 dummyMainMethod_com_example_intentFlowBench_SubActivity9__1(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.SubActivity10 dummyMainMethod_com_example_intentFlowBench_SubActivity10(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.SubActivity5 dummyMainMethod_com_example_intentFlowBench_SubActivity5(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.SubActivity11 dummyMainMethod_com_example_intentFlowBench_SubActivity11(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.SubActivity8 dummyMainMethod_com_example_intentFlowBench_SubActivity8(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.SubActivity3 dummyMainMethod_com_example_intentFlowBench_SubActivity3(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.intentFlowBench.SubActivity1 dummyMainMethod_com_example_intentFlowBench_SubActivity1(android.content.Intent)>
<dummyMainClass: com.example.intentFlowBench.SubActivity1 dummyMainMethod_com_example_intentFlowBench_SubActivity1(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity1: void <init>()>
<dummyMainClass: com.example.intentFlowBench.SubActivity1 dummyMainMethod_com_example_intentFlowBench_SubActivity1(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity1: void onCreate(android.os.Bundle)>
<com.example.intentFlowBench.SubActivity1: void onCreate(android.os.Bundle)> -> <com.example.intentFlowBench.SubActivity1$1: void <init>(com.example.intentFlowBench.SubActivity1)>
<com.example.intentFlowBench.SubActivity1$1: void <init>(com.example.intentFlowBench.SubActivity1)> -> <java.lang.Object: void <init>()>
<java.lang.Object: void <init>()> -> <java.lang.Object: void finalize()>
<java.lang.RuntimeException: void <init>(java.lang.String)> -> <java.lang.Exception: void <init>()>
<java.lang.Exception: void <init>()> -> <java.lang.Throwable: void <init>()>
<com.example.intentFlowBench.SubActivity1: void onCreate(android.os.Bundle)> -> <com.example.intentFlowBench.SubActivity1: void analyzeIntent()>
<com.example.intentFlowBench.SubActivity1: void analyzeIntent()> -> <com.example.intentFlowBench.SubActivity1: android.content.Intent getIntent()>
<dummyMainClass: com.example.intentFlowBench.SubActivity3 dummyMainMethod_com_example_intentFlowBench_SubActivity3(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity3: void <init>()>
<dummyMainClass: com.example.intentFlowBench.SubActivity3 dummyMainMethod_com_example_intentFlowBench_SubActivity3(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity3: void onCreate(android.os.Bundle)>
<com.example.intentFlowBench.SubActivity3: void onCreate(android.os.Bundle)> -> <com.example.intentFlowBench.SubActivity3$2: void <init>(com.example.intentFlowBench.SubActivity3)>
<com.example.intentFlowBench.SubActivity3$2: void <init>(com.example.intentFlowBench.SubActivity3)> -> <java.lang.Object: void <init>()>
<com.example.intentFlowBench.SubActivity3: void onCreate(android.os.Bundle)> -> <com.example.intentFlowBench.SubActivity3$1: void <init>(com.example.intentFlowBench.SubActivity3)>
<com.example.intentFlowBench.SubActivity3$1: void <init>(com.example.intentFlowBench.SubActivity3)> -> <java.lang.Object: void <init>()>
<com.example.intentFlowBench.SubActivity3: void onCreate(android.os.Bundle)> -> <com.example.intentFlowBench.SubActivity3: void analyzeIntent()>
<com.example.intentFlowBench.SubActivity3: void analyzeIntent()> -> <java.lang.String: void <clinit>()>
<com.example.intentFlowBench.SubActivity3: void analyzeIntent()> -> <java.lang.String: java.lang.String valueOf(int)>
<java.lang.String: java.lang.String valueOf(int)> -> <java.lang.RuntimeException: void <init>(java.lang.String)>
<com.example.intentFlowBench.SubActivity3: void analyzeIntent()> -> <com.example.intentFlowBench.SubActivity3: android.content.Intent getIntent()>
<dummyMainClass: com.example.intentFlowBench.SubActivity8 dummyMainMethod_com_example_intentFlowBench_SubActivity8(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity8: void <init>()>
<dummyMainClass: com.example.intentFlowBench.SubActivity8 dummyMainMethod_com_example_intentFlowBench_SubActivity8(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity8: void onCreate(android.os.Bundle)>
<com.example.intentFlowBench.SubActivity8: void onCreate(android.os.Bundle)> -> <com.example.intentFlowBench.SubActivity8: void firstLevel()>
<dummyMainClass: com.example.intentFlowBench.SubActivity11 dummyMainMethod_com_example_intentFlowBench_SubActivity11(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity11: void <init>()>
<dummyMainClass: com.example.intentFlowBench.SubActivity11 dummyMainMethod_com_example_intentFlowBench_SubActivity11(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity11: void onCreate(android.os.Bundle)>
<com.example.intentFlowBench.SubActivity11: void onCreate(android.os.Bundle)> -> <com.example.intentFlowBench.SubActivity11$1: void <init>(com.example.intentFlowBench.SubActivity11)>
<com.example.intentFlowBench.SubActivity11$1: void <init>(com.example.intentFlowBench.SubActivity11)> -> <java.lang.Object: void <init>()>
<dummyMainClass: com.example.intentFlowBench.SubActivity5 dummyMainMethod_com_example_intentFlowBench_SubActivity5(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity5: void <init>()>
<dummyMainClass: com.example.intentFlowBench.SubActivity5 dummyMainMethod_com_example_intentFlowBench_SubActivity5(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity5: void onCreate(android.os.Bundle)>
<dummyMainClass: com.example.intentFlowBench.SubActivity5 dummyMainMethod_com_example_intentFlowBench_SubActivity5(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity5: void onStart()>
<com.example.intentFlowBench.SubActivity5: void onStart()> -> <com.example.intentFlowBench.SubActivity5: void warpper2(java.lang.String)>
<com.example.intentFlowBench.SubActivity5: void onStart()> -> <com.example.intentFlowBench.SubActivity5: void warpper3(java.lang.String,java.lang.String)>
<com.example.intentFlowBench.SubActivity5: void warpper3(java.lang.String,java.lang.String)> -> <com.example.intentFlowBench.SubActivity5: void analyzeIntent(java.lang.String)>
<com.example.intentFlowBench.SubActivity5: void warpper2(java.lang.String)> -> <com.example.intentFlowBench.SubActivity5: void warpper(java.lang.String)>
<com.example.intentFlowBench.SubActivity5: void warpper(java.lang.String)> -> <com.example.intentFlowBench.SubActivity5: void analyzeIntent(java.lang.String)>
<com.example.intentFlowBench.SubActivity5: void onCreate(android.os.Bundle)> -> <com.example.intentFlowBench.SubActivity5: void analyzeIntent(java.lang.String)>
<com.example.intentFlowBench.SubActivity5: void onCreate(android.os.Bundle)> -> <com.example.intentFlowBench.SubActivity5: void warpper(java.lang.String)>
<dummyMainClass: com.example.intentFlowBench.SubActivity10 dummyMainMethod_com_example_intentFlowBench_SubActivity10(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity10: void <init>()>
<dummyMainClass: com.example.intentFlowBench.SubActivity10 dummyMainMethod_com_example_intentFlowBench_SubActivity10(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity10: void onCreate(android.os.Bundle)>
<com.example.intentFlowBench.SubActivity10: void onCreate(android.os.Bundle)> -> <com.example.intentFlowBench.SubActivity10: void launchStaticIntent()>
<dummyMainClass: com.example.intentFlowBench.SubActivity9_1 dummyMainMethod_com_example_intentFlowBench_SubActivity9__1(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity9_1: void <init>()>
<dummyMainClass: com.example.intentFlowBench.SubActivity9_1 dummyMainMethod_com_example_intentFlowBench_SubActivity9__1(android.content.Intent)> -> <com.example.intentFlowBench.SubActivity9_1: void onCreate(android.os.Bundle)>
<com.example.intentFlowBench.SubActivity9_1: void onCreate(android.os.Bundle)> -> <java.lang.String: java.lang.String valueOf(java.lang.Object)>
<com.example.intentFlowBench.SubActivity9_1: void onCreate(android.os.Bundle)> -> <java.lang.String: void <clinit>()>
<java.lang.String: java.lang.String valueOf(java.lang.Object)> -> <java.lang.RuntimeException: void <init>(java.lang.String)>
<com.example.intentFlowBench.SubActivity9_1: void onCreate(android.os.Bundle)> -> <com.example.intentFlowBench.ContextSensi: void <init>()>
